headline,rank,scraped_at,source,topic_name
You Can Be Infectious for Covid Even After 10 Days,22,2022-06-01 01:00:46.952642+00:00,wsj,Covid 10 Days Infectious
Shanghai Residents Flood City on First Holiday After Covid Lockdown,23,2022-06-03 14:01:42.947818+00:00,wsj,Shanghai Lockdown China Residents
Shanghai to Exit Lockdown as Covid Cases Drop,24,2022-06-01 01:00:46.952642+00:00,wsj,Shanghai Lockdown China Residents
You Can Be Infectious for Covid Even After 10 Days,25,2022-06-01 14:01:12.395141+00:00,wsj,Covid 10 Days Infectious
America Led on Global Health Before. It Must Do So for Covid.,25,2022-06-01 14:00:37.141553+00:00,nytimes,Covid 10 Days Infectious
U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients ,25,2022-05-29 01:02:12.283166+00:00,reuters,Patients Paxlovid Lower Risk
Lessons for Covid From the Most Successful Global Health Program,27,2022-06-02 01:00:36.947500+00:00,nytimes,Covid 10 Days Infectious
U.S. interior secretary tests positive for COVID ,28,2022-06-02 01:01:44.558076+00:00,reuters,Positive Covid
U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients ,29,2022-05-30 14:01:40.233386+00:00,reuters,Patients Paxlovid Lower Risk
Pfizer reportedly asks FDA to authorize COVID-19 vaccine for children 6 months to 5 years old,30,2022-06-02 01:00:28.955140+00:00,foxnews,Vaccine Children
U.S. doctors reconsider Pfizer's Paxlovid for lower-risk COVID patients ,30,2022-05-30 01:01:38.716822+00:00,reuters,Patients Paxlovid Lower Risk
US officials working on a plan to allow second Covid-19 boosters for all adults,8,2022-07-12 01:00:36.153900+00:00,cnn,Vaccine Novavax Covid 19
Expert explains how to protect yourself against recent Covid surges,9,2022-07-11 14:00:35.545563+00:00,cnn,Daily Hospitalizations Covid
FDA is making second Covid boosters for all adults a high priority,12,2022-07-12 14:01:40.517524+00:00,cnn,Vaccine Novavax Covid 19
Why Omicron offshoot BA.5 is a big deal,13,2022-07-15 01:00:43.280629+00:00,cnn,Omicron Coronavirus Europe Spreads
Covid-19 public health emergency extended in the US,14,2022-07-16 01:00:44.462478+00:00,cnn,Daily Hospitalizations Covid
Is Covid-19 surging again? ,16,2022-07-09 01:00:42.203715+00:00,cnn,Daily Hospitalizations Covid
China’s Economic Comeback From Covid-19 Shutdowns Likely to Be Slow and Bumpy,6,2022-07-15 14:01:08.939471+00:00,wsj,China Economy
Most of U.S. Population Now in Areas With High Covid Levels,11,2022-07-16 01:01:13.525673+00:00,wsj,Daily Hospitalizations Covid
Hopes of Covid Reprieve Fade as Subvariant Takes Over,13,2022-07-12 14:02:05.735057+00:00,wsj,Omicron Coronavirus Europe Spreads
Long Covid May Be Long Tail of Risk for Insurers,14,2022-07-11 14:01:00.208380+00:00,wsj,Daily Hospitalizations Covid
"Cartier Owner, Burberry Hit by China’s Covid-19 Lockdowns",16,2022-07-15 14:01:08.939471+00:00,wsj,China Economy
FDA Authorizes Novavax’s Covid-19 Vaccine,21,2022-07-14 01:01:03.186257+00:00,wsj,Vaccine Novavax Covid 19
Omicron Strains Drive Covid Wave in Europe as Measures Fall Away,22,2022-07-12 01:01:09.516329+00:00,wsj,Omicron Coronavirus Europe Spreads
"Colleges Serving Low-Income Students, HBCUs Get $198 Million in Covid-Relief Funds",24,2022-07-14 01:01:03.186257+00:00,wsj,Biden Plan Funding Funds Teen
Covid Spreading at Fastest Pace Since Shanghai Lockdown Sends Shivers Through China Markets,24,2022-07-11 14:01:00.208380+00:00,wsj,China Economy
FDA Fully Approves Pfizer’s Covid-19 Vaccine for Adolescents,25,2022-07-09 01:01:13.696263+00:00,wsj,Vaccine Novavax Covid 19
Shanghai Lockdown Concerns Rise Even as Covid Outbreak Eases Across China,28,2022-07-13 14:01:09.482333+00:00,wsj,China Economy
Fauci makes surprising concession about COVID-19 vaccines as cases rise,1,2022-07-13 01:00:28.078448+00:00,foxnews,Vaccine Novavax Covid 19
Fauci makes surprising concession about COVID-19 vaccines,4,2022-07-13 14:00:30.128337+00:00,foxnews,Vaccine Novavax Covid 19
Rep. Norman: We need to audit schools to see where COVID funding went,5,2022-07-12 14:00:29.772861+00:00,foxnews,Biden Plan Funding Funds Teen
"Unvaccinated soldiers lose pay, benefits over COVID vaccine mandate",6,2022-07-10 14:00:30.764474+00:00,foxnews,Unvaccinated Benefits Pay Soldiers
"Mandating military to take COVID vaccine 'virtually ineffective': Doctor, MN gov. candidate",12,2022-07-09 14:00:24.650808+00:00,foxnews,Vaccines Mn Gov Mantras Vets
"OUT OF LINE: Army slashes pay, benefits for more than 60,000 unvaccinated service members",22,2022-07-09 01:00:25.972905+00:00,foxnews,Unvaccinated Benefits Pay Soldiers
"COVID CHAOS: Shutdowns harmed students, educated families about failed schools",27,2022-07-14 14:00:28.040043+00:00,foxnews,Teachers Education Schools Union
'ABSOLUTELY WRONG': Rep. Hice rips Biden admin for using COVID recovery funds for woke education programs,29,2022-07-12 14:00:29.772861+00:00,foxnews,Biden Plan Funding Funds Teen
Federal judge pauses dismissal of Air Force members who refuse vaccination,30,2022-07-15 14:00:30.941242+00:00,foxnews,Unvaccinated Benefits Pay Soldiers
Sharp Drop in Routine Vaccinations Threatens Millions of Children,0,2022-07-15 01:00:42.422944+00:00,nytimes,Unvaccinated Benefits Pay Soldiers
F.D.A. Authorizes Novavax’s Latecomer Covid-19 Vaccine for U.S.,10,2022-07-14 01:00:35.944432+00:00,nytimes,Vaccine Novavax Covid 19
"Drug-resistant infections in hospitals soared during the coronavirus pandemic, a C.D.C. report found.",11,2022-07-14 01:00:35.944432+00:00,nytimes,Daily Hospitalizations Covid
China’s Economy Stumbles in the Fog of Covid War,13,2022-07-11 14:00:34.204598+00:00,nytimes,China Economy
"Coronavirus updates: As an Omicron subvariant spreads, the White House is warning that Covid is not over.",14,2022-07-12 14:00:39.999271+00:00,nytimes,Omicron Coronavirus Europe Spreads
Coronavirus updates: Three cities in China imposed partial lockdowns as new Covid cases were reported.,14,2022-07-11 14:00:34.204598+00:00,nytimes,China Economy
"Where Mantras Trump Medicine, Vaccines Are a ‘Violation’",15,2022-07-11 14:00:34.204598+00:00,nytimes,Vaccines Mn Gov Mantras Vets
Omicron Subvariants Power a Surge of Infections in Europe,16,2022-07-09 01:00:40.556623+00:00,nytimes,Omicron Coronavirus Europe Spreads
"Brittney Griner, Omicron subvariants, Big Ben: Take our quiz to see how well you followed the news this week.",16,2022-07-10 01:00:35.505116+00:00,nytimes,Griner Brittney Lebron James
F.D.A. Authorizes Novavax’s Latecomer Covid Vaccine for U.S.,17,2022-07-14 14:00:39.062841+00:00,nytimes,Vaccine Novavax Covid 19
U.S. FDA authorizes Novavax COVID vaccine for adults ,16,2022-07-14 01:01:34.709495+00:00,reuters,Vaccine Novavax Covid 19
"COVID or politics? Biden to avoid handshakes in Israel, Saudi Arabia ",19,2022-07-14 01:01:34.709495+00:00,reuters,Middle East
COVID cases down in Americas but Omicron subvariants driving new infections -PAHO ,20,2022-07-14 01:01:34.709495+00:00,reuters,Omicron Coronavirus Europe Spreads
U.S. orders 3.2 million doses of Novavax COVID vaccine ,25,2022-07-11 14:01:45.372362+00:00,reuters,Vaccine Novavax Covid 19
Pandemic behind 'largest backslide in childhood vaccination in a generation' - U.N ,30,2022-07-15 01:01:38.617348+00:00,reuters,Vaccines Mn Gov Mantras Vets
America has decided the pandemic is over. The coronavirus has other ideas.,3,2022-07-11 01:00:58.148765+00:00,washingtonpost,Omicron Coronavirus Europe Spreads
7 things to know today: Jan. 6 hearing; covid boosters; birth control pills; Texas heat; ancient galaxies; and more,3,2022-07-12 14:01:58.274169+00:00,washingtonpost,Committee Jan Hearing
7 things to know today: A new covid wave; Uber investigation; Steve Bannon; ‘Goonies’ shipwreck; and more,4,2022-07-11 14:00:53.006225+00:00,washingtonpost,Bannon Steve Privilege
Track covid: Daily U.S. hospitalizations are up 7% in the past week,13,2022-07-13 14:01:01.817824+00:00,washingtonpost,Daily Hospitalizations Covid
The vaccines were a biomedical triumph. They reached too few. ,13,2022-07-09 01:01:03.661840+00:00,washingtonpost,Vaccines Mn Gov Mantras Vets
Track covid: Daily U.S. cases are up 15% in the past week,13,2022-07-15 01:01:00.374145+00:00,washingtonpost,Daily Cases
Track covid: Daily U.S. hospitalizations are up 9% in the past week,14,2022-07-12 14:01:58.274169+00:00,washingtonpost,Daily Hospitalizations Covid
Track covid: Daily U.S. hospitalizations are up 5% in the past week,14,2022-07-14 14:00:59.299850+00:00,washingtonpost,Daily Hospitalizations Covid
Track covid: Daily U.S. cases are up 23.4% in the past week,14,2022-07-14 01:00:55.245355+00:00,washingtonpost,Daily Cases
Track covid: Daily U.S. cases are up 17% in the past week,14,2022-07-16 01:01:04.603842+00:00,washingtonpost,Daily Cases
Track covid: Daily U.S. hospitalizations are up 11% in the past week,15,2022-07-11 14:00:53.006225+00:00,washingtonpost,Daily Hospitalizations Covid
Track covid: Daily U.S. hospitalizations are up 8% in the past week,15,2022-07-15 14:01:02.159886+00:00,washingtonpost,Daily Hospitalizations Covid
Track covid: Daily U.S. cases are down 4% in the past week,15,2022-07-09 01:01:03.661840+00:00,washingtonpost,Daily Cases
Track covid: Daily U.S. cases are up 6% in the past week,15,2022-07-12 01:01:02.168269+00:00,washingtonpost,Daily Cases
Track covid: Daily U.S. cases are up 25% in the past week,15,2022-07-13 01:01:02.427034+00:00,washingtonpost,Daily Cases
"As the BA.5 variant spreads, the risk of coronavirus reinfection grows ",25,2022-07-10 14:01:59.167638+00:00,washingtonpost,Omicron Coronavirus Europe Spreads
Businessman spent covid relief funds on swanky McLean mansion ,30,2022-07-09 01:01:03.661840+00:00,washingtonpost,Mansion Million Wyoming Ranch Found Businessman
"Army cuts off unvaccinated soldiers from service, threatening pay and benefits",2,2022-07-10 01:00:46.361501+00:00,washingtonexaminer,Unvaccinated Benefits Pay Soldiers
Signs of new surge from more infectious omicron offshoots,4,2022-07-12 01:00:53.669219+00:00,washingtonexaminer,Omicron Coronavirus Europe Spreads
"Army cuts unvaccinated soldiers from service, threatens pay and benefits",9,2022-07-10 14:01:50.788210+00:00,washingtonexaminer,Unvaccinated Benefits Pay Soldiers
U.S. health officials have sounded the alarm on a substantial increase in Covid cases.,6,2022-05-19 14:00:36.799015+00:00,nytimes,Covid 19 Coronavirus
"COVID restrictions for migrants at U.S. border cannot end yet, judge rules ",6,2022-05-21 01:01:57.249456+00:00,reuters,Border Illegal Patrol
"As U.S. COVID-19 cases rise, so does demand for antivirals ",28,2022-05-18 01:01:55.688296+00:00,reuters,Covid 19 Coronavirus
CDC adds 4 destinations to its 'high' Covid-19 risk category for travelers,14,2022-05-17 14:01:45.298110+00:00,cnn,Covid 19 Coronavirus
U.S. expert advisory panel backs COVID boosters for children ,14,2022-05-20 01:01:49.069897+00:00,reuters,Booster Boosters Children
U.S. Surpasses One Million Deaths From Covid-19,7,2022-05-17 01:01:05.864591+00:00,wsj,Deaths Million One
Organization asking Biden to treat drug deaths like COVID deaths,7,2022-05-17 01:00:24.861917+00:00,foxnews,Deaths Wins Approval Also Taints
"With the U.S. reaching one million known deaths, some survivors have called for a permanent memorial. Follow Covid news.",7,2022-05-21 01:00:45.768547+00:00,nytimes,Ones Loved Lost
A Japanese town’s Covid funds were sent to one man by mistake. He gambled it away in online casinos.,7,2022-05-19 14:00:36.799015+00:00,nytimes,America Lost Million People One
"U.S. Surpasses 1 Million Covid Deaths, World’s Highest Known Total",5,2022-05-20 01:00:38.369065+00:00,nytimes,Deaths Million One
Many Americans who lost loved ones from Covid are grieving and feeling isolated from a nation that wants to move on.,5,2022-05-16 01:00:34.901129+00:00,nytimes,Ones Loved Lost
"Despite Covid’s Landmark Toll, There Is Still No U.S. Memorial to the Dead",5,2022-05-20 14:00:41.450158+00:00,nytimes,Ones Loved Lost
Bill Gates tells Anderson what surprised him about Covid misinformation,16,2022-05-15 14:00:36.333663+00:00,cnn,Covid 19 Coronavirus
"
Amber heard faces perjury claims in COVID-related dog incident",16,2022-05-20 14:00:32.338282+00:00,foxnews,Heard Amber Depp
"Fentanyl awareness group asks Biden admin to track poisoning, overdose deaths like COVID-19 deaths",16,2022-05-16 14:00:28.954318+00:00,foxnews,Deaths Wins Approval Also Taints
How Australia Saved Thousands While Covid Killed a Million Americans,16,2022-05-16 14:00:37.689961+00:00,nytimes,America Lost Million People One
U.S. health secretary tests positive for COVID on trip to Berlin ,16,2022-05-19 01:01:51.162850+00:00,reuters,Covid 19 Coronavirus
"As COVID cases rise, U.S. health officials mull widening additional booster eligibility ",16,2022-05-19 14:01:42.464865+00:00,reuters,Booster Boosters Children
Kim Jong Un mobilizes North Korea's military in response to Covid-19 outbreak,19,2022-05-16 14:01:12.318469+00:00,cnn,North Korea Outbreak
"Biden family member tests positive for COVID-19, cancels overseas trip",19,2022-05-19 01:00:31.690229+00:00,foxnews,Covid 19 Coronavirus
How often can you be infected with the coronavirus? The answer is unsettling.,19,2022-05-16 14:00:37.689961+00:00,nytimes,Covid 19 Coronavirus
Long Covid Often Means Crushing Fatigue. Here’s What Can Help.,12,2022-05-16 14:01:18.874668+00:00,wsj,Covid 19 Coronavirus
New York City Coronavirus Cases Reach ‘High’ Alert Level,12,2022-05-18 01:00:42.753476+00:00,nytimes,Covid 19 Coronavirus
North Korea Wants to Follow China’s Covid ‘Success.’ Its Plan May Backfire.,12,2022-05-18 14:00:35.399450+00:00,nytimes,North Korea Outbreak
Overwhelmed health departments are hard-pressed to spend Covid cash for underserved,17,2022-05-16 14:01:12.318469+00:00,cnn,Booster Boosters Children
Moderna Says It Wasn’t Aware of Investigation Into Its New CFO,17,2022-05-14 14:00:41.136394+00:00,wsj,Moderna New Aware Investigation
Biden not 'close contact' of daughter Ashley who tested positive for COVID ,17,2022-05-19 01:01:51.162850+00:00,reuters,Covid 19 Coronavirus
How often can you be infected with the coronavirus? The answer is unsettling.,18,2022-05-17 01:00:33.975567+00:00,nytimes,Covid 19 Coronavirus
"Students at an elite university in Beijing protested China’s Covid lockdowns, prompting the authorities to censor photos and video.",18,2022-05-16 14:00:37.689961+00:00,nytimes,China Chinese Lockdowns Sombre
We Lost Loved Ones to Covid. This Is What They Told Us Before They Died.,18,2022-05-20 14:00:41.450158+00:00,nytimes,Ones Loved Lost
Kim Jong Un Creates an Opportunity Out of North Korea’s Covid Crisis,27,2022-05-19 14:01:48.678581+00:00,wsj,North Korea Outbreak
The Answer to Stopping the Coronavirus May Be Up the Nose,27,2022-05-17 01:00:33.975567+00:00,nytimes,Covid 19 Coronavirus
The Answer to Stopping the Coronavirus May Be Up the Nose,27,2022-05-16 14:00:37.689961+00:00,nytimes,Covid 19 Coronavirus
Nearing a Grim Milestone: One Million U.S. Covid Deaths,27,2022-05-14 01:00:40.751475+00:00,nytimes,Deaths Million One
Scientists and federal health officials are debating plans to pair coronavirus and flu vaccinations in the fall.,1,2022-05-19 01:00:44.960410+00:00,nytimes,Covid 19 Coronavirus
Analysis: Tales of Covid-19 reinfection,15,2022-05-20 01:00:48.328642+00:00,cnn,Covid 19 Coronavirus
Bill Gates tells Anderson what surprised him about Covid misinformation,15,2022-05-14 14:00:33.928091+00:00,cnn,Covid 19 Coronavirus
Moderna Says It Wasn’t Aware of Investigation Into Its New CFO,15,2022-05-14 01:00:51.476745+00:00,wsj,Moderna New Aware Investigation
"North Korea’s Covid outbreak is continuing to spiral, with more than 1 million suspected infections, state media reported.",15,2022-05-17 14:00:39.686534+00:00,nytimes,North Korea Outbreak
We Lost Loved Ones to Covid. This Is What They Told Us Before They Died.,21,2022-05-21 01:00:45.768547+00:00,nytimes,Ones Loved Lost
China’s Covid Lockdowns Drive Middle-Class Citizens to Go Abroad,25,2022-05-14 01:00:51.476745+00:00,wsj,China Chinese Lockdowns Sombre
Dozens of people told us their memories of the loved ones they lost to the coronavirus. Listen to their stories here.,3,2022-05-15 01:00:41.280440+00:00,nytimes,Ones Loved Lost
Other People Are Working Through Covid-19. Do You Have To?,26,2022-05-18 14:01:13.249927+00:00,wsj,Covid 19 Coronavirus
"Moderna CEO Stéphane Bancel, Director Anthony Russo Speak at Future of Everything Festival",11,2022-05-19 14:01:48.678581+00:00,wsj,Moderna New Aware Investigation
U.S. CDC backs COVID boosters for children 5 to 11 ,11,2022-05-20 14:01:42.084325+00:00,reuters,Booster Boosters Children
Latest Covid-19 Wave Expands to More of U.S.,4,2022-05-19 01:01:01.614810+00:00,wsj,Covid 19 Coronavirus
How Australia Saved Thousands While Covid Killed a Million Americans,4,2022-05-16 01:00:34.901129+00:00,nytimes,America Lost Million People One
"Australia’s Covid death rate sits at one-tenth of America’s, even though it has similar demographics.",4,2022-05-15 14:00:37.772916+00:00,nytimes,America Lost Million People One
Some U.S. inmates released under COVID protocols challenge orders to return to prison ,4,2022-05-16 14:01:36.419819+00:00,reuters,Covid 19 Coronavirus
